菜品名称,别名,能量(kcal/100g),蛋白质(g/100g),脂肪(g/100g),碳水(g/100g),来源名称,来源链接,授权状态
蒜蓉西兰花,蒜蓉西兰花,55.0,2.5,3.0,5.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
白灼虾,白灼虾,95.0,16.0,2.5,1.5,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
清蒸龙利鱼,清蒸龙利鱼,110.0,14.0,5.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
凉拌鸡丝,凉拌鸡丝,165.0,15.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
番茄龙利鱼汤,番茄龙利鱼汤,115.0,17.0,4.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
彩椒炒鸡丁,彩椒炒鸡丁,165.0,15.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
香菇炒青菜,香菇炒青菜,120.0,6.0,8.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
水煮蛋,水煮蛋,85.0,7.0,5.5,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
牛奶燕麦粥,牛奶燕麦粥,55.0,1.5,0.5,11.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
蒸玉米,蒸玉米,100.0,9.0,4.0,8.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
凉拌魔芋丝,凉拌魔芋丝,70.0,4.0,4.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
手撕鸡胸肉,手撕鸡胸肉,165.0,15.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
清炒时蔬,清炒时蔬,120.0,6.0,8.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
虾仁蒸蛋,虾仁蒸蛋,95.0,16.0,2.5,1.5,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
荞麦面条,荞麦面条,130.0,4.0,2.0,24.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
冬瓜丸子汤,冬瓜丸子汤,150.0,11.0,8.0,7.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
口蘑鸡胸肉,口蘑鸡胸肉,165.0,15.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
油醋汁蔬菜沙拉,油醋汁蔬菜沙拉,40.0,2.0,1.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
蒸南瓜,蒸南瓜,100.0,9.0,4.0,8.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
紫菜蛋花汤,紫菜蛋花汤,85.0,7.0,5.5,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
凉拌木耳,凉拌木耳,70.0,4.0,4.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
清蒸鲈鱼,清蒸鲈鱼,110.0,14.0,5.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
芹菜炒香干,芹菜炒香干,120.0,6.0,8.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
白灼菜心,白灼菜心,40.0,2.0,1.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
鸡胸肉沙拉,鸡胸肉沙拉,165.0,15.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
番茄豆腐汤,番茄豆腐汤,95.0,8.0,5.5,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
炒蘑菇,炒蘑菇,120.0,6.0,8.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
芦笋炒虾仁,芦笋炒虾仁,95.0,16.0,2.5,1.5,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
凉拌黄瓜,凉拌黄瓜,70.0,4.0,4.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
清炒芦笋,清炒芦笋,120.0,6.0,8.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
凉拌豆腐丝,凉拌豆腐丝,95.0,8.0,5.5,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
蒸紫薯,蒸紫薯,100.0,9.0,4.0,8.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
虾仁西兰花,虾仁西兰花,95.0,16.0,2.5,1.5,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
酸奶水果捞,酸奶水果捞,60.0,3.0,3.0,5.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
水波蛋,水波蛋,85.0,7.0,5.5,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
鸡胸肉蔬菜卷,鸡胸肉蔬菜卷,165.0,15.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
冬瓜海带汤,冬瓜海带汤,35.0,2.0,1.5,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
凉拌西葫芦丝,凉拌西葫芦丝,70.0,4.0,4.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
尖椒炒肉,尖椒炒肉,120.0,6.0,8.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
白菜炖豆腐,白菜炖豆腐,95.0,8.0,5.5,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
干煸豆角,干煸豆角,90.0,2.5,6.0,7.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
香菇油菜,香菇油菜,40.0,2.0,1.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
青椒炒蛋,青椒炒蛋,85.0,7.0,5.5,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
蒜蓉油麦菜,蒜蓉油麦菜,40.0,2.0,1.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
蚝油生菜,蚝油生菜,85.0,13.0,2.5,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
手撕包菜,手撕包菜,40.0,2.0,1.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
醋溜白菜,醋溜白菜,40.0,2.0,1.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
土豆炖牛肉,土豆炖牛肉,170.0,16.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
西红柿牛腩,西红柿牛腩,110.0,10.0,6.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
可乐鸡翅,可乐鸡翅,165.0,15.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
红烧鸡爪,红烧鸡爪,220.0,18.0,15.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
黄豆焖猪蹄,黄豆焖猪蹄,230.0,15.0,17.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
红烧排骨,红烧排骨,220.0,14.0,17.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
糖醋里脊,糖醋里脊,280.0,12.0,17.0,20.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
鱼香茄子,鱼香茄子,115.0,17.0,4.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
蚂蚁上树,蚂蚁上树,190.0,7.0,10.0,18.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
木须肉,木须肉,140.0,8.0,10.0,5.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
蒜苔炒肉,蒜苔炒肉,120.0,6.0,8.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
洋葱炒牛肉,洋葱炒牛肉,170.0,16.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
西葫芦炒蛋,西葫芦炒蛋,85.0,7.0,5.5,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
苦瓜炒蛋,苦瓜炒蛋,85.0,7.0,5.5,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
丝瓜炒蛋,丝瓜炒蛋,85.0,7.0,5.5,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
家常豆腐,家常豆腐,95.0,8.0,5.5,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
干锅花菜,干锅花菜,40.0,2.0,1.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
青蒜炒腊肉,青蒜炒腊肉,280.0,15.0,23.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
莴笋炒肉片,莴笋炒肉片,120.0,6.0,8.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
清炒藕片,清炒藕片,120.0,6.0,8.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
胡萝卜炒肉丝,胡萝卜炒肉丝,120.0,6.0,8.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
韭菜炒豆芽,韭菜炒豆芽,120.0,6.0,8.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
素炒三丝,素炒三丝,120.0,6.0,8.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
红烧茄子,红烧茄子,110.0,1.5,7.0,10.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
番茄炒西葫芦,番茄炒西葫芦,120.0,6.0,8.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
蚝油香菇,蚝油香菇,85.0,13.0,2.5,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
蒜蓉蒸丝瓜,蒜蓉蒸丝瓜,100.0,9.0,4.0,8.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
冬瓜炖排骨,冬瓜炖排骨,220.0,14.0,17.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
玉米排骨汤,玉米排骨汤,220.0,14.0,17.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
海带排骨汤,海带排骨汤,220.0,14.0,17.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
山药炖鸡,山药炖鸡,165.0,15.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
板栗烧鸡,板栗烧鸡,220.0,18.0,15.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
黄焖鸡,黄焖鸡,165.0,15.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
啤酒鸭,啤酒鸭,60.0,0.3,0.0,5.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
孜然牛肉,孜然牛肉,170.0,16.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
洋葱炒蛋,洋葱炒蛋,85.0,7.0,5.5,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
西红柿炒菜花,西红柿炒菜花,120.0,6.0,8.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
清炒荷兰豆,清炒荷兰豆,120.0,6.0,8.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
上汤娃娃菜,上汤娃娃菜,35.0,2.0,1.5,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
葱爆羊肉,葱爆羊肉,200.0,16.0,14.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
小炒黄牛肉,小炒黄牛肉,170.0,16.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
农家小炒肉,农家小炒肉,120.0,6.0,8.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
韭菜炒河虾,韭菜炒河虾,95.0,16.0,2.5,1.5,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
香煎豆腐,香煎豆腐,95.0,8.0,5.5,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
肉末茄子,肉末茄子,120.0,3.0,8.0,9.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
清炒山药,清炒山药,120.0,6.0,8.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
醋溜土豆丝,醋溜土豆丝,90.0,2.0,0.5,20.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
西芹百合,西芹百合,55.0,2.0,3.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
松仁玉米,松仁玉米,160.0,4.0,8.0,19.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
南瓜粥,南瓜粥,55.0,1.5,0.5,11.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
绿豆粥,绿豆粥,55.0,1.5,0.5,11.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
红豆薏米粥,红豆薏米粥,55.0,1.5,0.5,11.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
紫米粥,紫米粥,55.0,1.5,0.5,11.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
银耳莲子粥,银耳莲子粥,55.0,1.5,0.5,11.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
黑米粥,黑米粥,55.0,1.5,0.5,11.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
山药粥,山药粥,55.0,1.5,0.5,11.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
香菇鸡肉粥,香菇鸡肉粥,55.0,1.5,0.5,11.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
生滚鱼片粥,生滚鱼片粥,55.0,1.5,0.5,11.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
猪肝瘦肉粥,猪肝瘦肉粥,55.0,1.5,0.5,11.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
红薯小米粥,红薯小米粥,55.0,1.5,0.5,11.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
桂圆红枣粥,桂圆红枣粥,55.0,1.5,0.5,11.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
艇仔粥,艇仔粥,55.0,1.5,0.5,11.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
鲜肉包,鲜肉包,210.0,8.0,9.0,26.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
豆沙包,豆沙包,220.0,6.0,5.0,40.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
流沙包,流沙包,240.0,7.0,8.0,38.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
灌汤包,汤包,185.0,7.0,6.0,27.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
葱油花卷,葱油花卷,215.0,7.0,2.0,44.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
刀切馒头,刀切馒头,215.0,7.0,2.0,44.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
红糖馒头,红糖馒头,215.0,7.0,2.0,44.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
玉米窝窝头,玉米窝窝头,215.0,7.0,2.0,44.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
糯米烧麦,烧卖,185.0,7.0,6.0,27.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
鲜肉锅贴,鲜肉锅贴,200.0,8.0,8.0,25.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
韭菜鸡蛋锅贴,韭菜鸡蛋锅贴,165.0,15.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
葱油饼,葱油饼,380.0,7.0,20.0,44.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
鸡蛋灌饼,鸡蛋灌饼,165.0,15.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
酱香饼,酱香饼,250.0,6.0,11.0,33.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
红糖发糕,红糖发糕,215.0,7.0,2.0,44.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
玉米发糕,玉米发糕,215.0,7.0,2.0,44.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
桂花米糕,桂花米糕,215.0,7.0,2.0,44.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
南瓜饼,南瓜饼,250.0,6.0,11.0,33.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
萝卜丝饼,萝卜丝饼,250.0,6.0,11.0,33.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
土豆丝饼,土豆丝饼,250.0,6.0,11.0,33.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
糖油饼,糖油饼,380.0,7.0,20.0,44.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
咸豆腐脑,咸豆腐脑,50.0,3.5,2.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
醪糟汤圆,酒酿圆子,85.0,2.0,1.0,18.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
蛋酒,蛋酒,85.0,2.0,1.0,18.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
鸡蛋饼,鸡蛋饼,165.0,15.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
溏心蛋,溏心蛋,85.0,7.0,5.5,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
车仔面,车仔面,140.0,5.0,3.0,24.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
鲜虾云吞,鲜虾云吞,95.0,16.0,2.5,1.5,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
红油抄手,馄饨,200.0,8.0,8.0,25.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
牛肉肠粉,牛肉肠粉,110.0,3.0,2.0,20.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
叉烧肠粉,叉烧肠粉,110.0,3.0,2.0,20.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
滑蛋肠粉,滑蛋肠粉,110.0,3.0,2.0,20.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
潮汕粿条,潮汕粿条,150.0,5.0,5.0,22.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
砂锅粥,砂锅粥,55.0,1.5,0.5,11.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
及第粥,及第粥,55.0,1.5,0.5,11.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
竹升面,竹升面,140.0,5.0,3.0,24.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
广式糯米鸡,广式糯米鸡,110.0,14.0,5.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
水晶虾饺,水晶虾饺,95.0,16.0,2.5,1.5,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
火腿三明治,火腿三明治,240.0,10.0,10.0,28.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
鸡蛋吐司,鸡蛋吐司,165.0,15.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
牛角可颂,牛角可颂,380.0,8.0,21.0,39.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
原味贝果,原味贝果,85.0,13.0,2.5,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
香蕉松饼,香蕉松饼,250.0,6.0,11.0,33.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
铜锣烧,铜锣烧,260.0,6.0,6.0,46.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
米汉堡,米汉堡,200.0,8.0,6.0,30.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
芝士焗红薯,芝士焗红薯,90.0,2.0,0.5,20.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
豆汁儿,豆汁儿,30.0,1.5,0.5,5.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
锅巴菜,锅巴菜,40.0,2.0,1.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
面线糊,面线糊,130.0,4.0,2.0,24.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
锅边糊,锅边糊,90.0,3.0,1.0,18.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
肉燕,肉燕,200.0,8.0,8.0,25.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
扁肉拌面,扁肉拌面,230.0,8.0,9.0,30.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
粿汁,粿汁,120.0,3.0,2.0,23.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
猪红汤,猪红汤,200.0,13.0,15.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
豉汁凤爪,豉汁凤爪,150.0,14.0,9.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
芋头糕,芋头糕,340.0,6.0,14.0,51.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
叉烧酥,叉烧酥,250.0,15.0,20.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
南瓜小米粥,南瓜小米粥,55.0,1.5,0.5,11.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
玉米糊糊,玉米糊糊,55.0,1.5,0.5,11.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
麦片粥,麦片粥,55.0,1.5,0.5,11.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
五谷豆浆,五谷豆浆,30.0,2.5,1.2,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
热牛奶,热牛奶,60.0,3.0,3.0,5.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
蒸红薯,蒸红薯,100.0,9.0,4.0,8.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
蒸山药,蒸山药,100.0,9.0,4.0,8.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
蒸芋头,蒸芋头,100.0,9.0,4.0,8.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
茴香盒子,茴香盒子,240.0,7.0,11.0,30.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
烤红薯,烤红薯,220.0,14.0,15.0,5.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
杂粮煎饼,杂粮煎饼,130.0,15.0,7.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
牛肉馅饼,牛肉馅饼,170.0,16.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
油茶,油茶,5.0,0.2,0.1,1.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
甜豆腐脑,甜豆腐脑,50.0,3.5,2.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
紫薯馒头,紫薯馒头,215.0,7.0,2.0,44.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
麻酱花卷,麻酱花卷,215.0,7.0,2.0,44.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
广式烧鹅,广式烧鹅,240.0,16.0,19.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
蜜汁叉烧,蜜汁叉烧,250.0,15.0,20.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
卤水拼盘,卤水拼盘,190.0,22.0,11.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
潮汕卤鹅,潮汕卤鹅,200.0,20.0,13.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
隆江猪脚饭,隆江猪脚饭,230.0,14.0,15.0,10.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
白灼鱿鱼,白灼墨鱼,85.0,15.0,1.5,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
老火靓汤,老火靓汤,35.0,2.0,1.5,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
花胶炖鸡汤,花胶炖鸡汤,80.0,7.0,5.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
西洋菜猪骨汤,西洋菜猪骨汤,55.0,3.0,3.5,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
粉葛鲮鱼汤,粉葛鲮鱼汤,50.0,3.0,2.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
五指毛桃鸡汤,五指毛桃鸡汤,60.0,4.0,4.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
冬瓜薏米鸭汤,冬瓜薏米鸭汤,60.0,4.0,3.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
猪肚鸡汤,猪肚鸡汤,90.0,8.0,6.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
竹丝鸡汤,竹丝鸡汤,70.0,6.0,5.0,1.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
清蒸石斑鱼,清蒸石斑鱼,105.0,18.0,3.5,1.5,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
清蒸东星斑,清蒸东星斑,105.0,18.0,3.5,1.5,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
清蒸水蛋,清蒸水蛋,80.0,7.0,5.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
蒜蓉粉丝蒸虾,蒜蓉粉丝蒸虾,110.0,12.0,4.0,5.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
啫啫鸡煲,啫啫鸡煲,160.0,14.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
啫啫生肠,啫啫生肠,150.0,13.0,9.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
湿炒牛河,湿炒牛河,180.0,7.0,8.0,20.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
避风塘虾,避风塘虾,160.0,14.0,8.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
椒盐濑尿虾,椒盐濑尿虾,130.0,14.0,6.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
姜葱炒蟹,姜葱炒蟹,110.0,14.0,5.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
滑蛋虾仁,滑蛋虾仁,120.0,12.0,6.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
豉汁炒花甲,豉汁炒花甲,90.0,11.0,3.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
苦瓜牛肉,苦瓜牛肉,150.0,13.0,9.0,5.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
芥兰炒牛肉,芥兰炒牛肉,150.0,13.0,9.0,5.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
菜心炒牛肉,菜心炒牛肉,150.0,13.0,9.0,5.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
腊味煲仔饭,腊味煲仔饭,200.0,8.0,10.0,20.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
咸鱼鸡粒炒饭,咸鱼鸡粒炒饭,180.0,6.0,7.0,24.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
生炒糯米饭,生炒糯米饭,220.0,5.0,6.0,37.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
干蒸烧卖,干蒸烧麦,190.0,7.0,8.0,23.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
鸡仔饼,鸡仔饼,430.0,8.0,18.0,60.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
