菜品名称,别名,能量(kcal/100g),蛋白质(g/100g),脂肪(g/100g),碳水(g/100g),来源名称,来源链接,授权状态
李鸿章杂烩,lihongzhangzahui,65.0,3.0,2.0,7.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/li-hongzhang-hodgepodge-cn,已授权
四喜烤麸,sixikaofu,150.0,12.0,3.0,20.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/sixi-kaofu-cn,已授权
毛豆腐,maodoufu,150.0,12.0,9.0,6.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/mao-tofu-cn,已授权
油爆虾,youbaoxia,140.0,17.0,6.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/oil-exploded-shrimp-cn,已授权
臭鳜鱼,chouguiyu,160.0,18.0,8.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/stinky-mandarin-fish-cn,已授权
焦圈,jiaoquan,350.0,7.0,16.0,45.0,中餐卡路里,https://chinesecalorie.com/china/foods/breakfast/fried-ring-cn,已授权
腊味合蒸,laweihezheng,240.0,12.0,18.0,6.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/steamed-preserved-meats-cn,已授权
奶油炸糕,naiyouzhagao,320.0,5.0,13.0,45.0,中餐卡路里,https://chinesecalorie.com/china/foods/desserts/cream-fried-cake-cn,已授权
腊八豆腐,labadoufu,120.0,10.0,7.0,6.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/laba-tofu-cn,已授权
剁椒芋头,duojiaoyutou,110.0,2.0,2.0,22.0,中餐卡路里,https://chinesecalorie.com/china/foods/stir-fry/chopped-pepper-taro-cn,已授权
蜜麻花,mimahua,420.0,6.0,18.0,60.0,中餐卡路里,https://chinesecalorie.com/china/foods/desserts/sugar-ear-pastry-cn,已授权
口味虾,kouweixia,120.0,16.0,4.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/spicy-crayfish-cn,已授权
豆腐脑,doufunao,60.0,4.0,3.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/breakfast/beijing-tofu-pudding-cn,已授权
湘西酸鱼,xiangxisuanyu,120.0,16.0,5.0,3.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/xiangxi-sour-fish-cn,已授权
酱肘子,jiangzhouzi,270.0,18.0,21.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/beijing-soy-braised-pork-hock-cn,已授权
萨其马,saqima,420.0,6.0,16.0,62.0,中餐卡路里,https://chinesecalorie.com/china/foods/desserts/saqima-cn,已授权
血鸭,xueya,180.0,18.0,11.0,3.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/blood-duck-cn,已授权
常德牛肉粉,changdeniuroufen,130.0,5.0,2.0,23.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/changde-beef-rice-noodles-cn,已授权
芝麻烧饼,zhimashaobing,310.0,8.0,7.0,54.0,中餐卡路里,https://chinesecalorie.com/china/foods/bakery/sesame-shaobing-cn,已授权
湖南米粉,hunanmifen,140.0,3.0,1.0,29.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/hunan-rice-noodles-cn,已授权
糖火烧,tanghuoshao,330.0,6.0,7.0,60.0,中餐卡路里,https://chinesecalorie.com/china/foods/bakery/sugar-fire-sesame-cake-cn,已授权
长沙臭豆腐,changshachoudoufu,210.0,10.0,15.0,8.0,中餐卡路里,https://chinesecalorie.com/china/foods/street-food/changsha-stinky-tofu-cn,已授权
麻豆腐,madoufu,140.0,8.0,8.0,7.0,中餐卡路里,https://chinesecalorie.com/china/foods/stir-fry/mung-bean-residue-stir-fry-cn,已授权
炙子烤肉,zhizikaorou,220.0,18.0,15.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/grilled/zhizi-barbecue-cn,已授权
辣椒炒肉,lajiaochaorou,185.0,14.0,12.0,5.0,中餐卡路里,https://chinesecalorie.com/china/foods/stir-fry/stir-fried-pork-with-chili-cn,已授权
东安鸡,donganji,180.0,17.0,10.0,5.0,中餐卡路里,https://chinesecalorie.com/china/foods/stir-fry/dongan-chicken-cn,已授权
面茶,miancha,110.0,2.0,1.0,22.0,中餐卡路里,https://chinesecalorie.com/china/foods/breakfast/beijing-noodle-tea-cn,已授权
湖南腊肉,hunanlarou,350.0,15.0,32.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/hunan-smoked-pork-cn,已授权
麻酱面,majiangmian,220.0,7.0,7.0,34.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/sesame-paste-noodles-cn,已授权
冰糖葫芦,bingtanghulu,252.0,1.0,0.0,62.0,中餐卡路里,https://chinesecalorie.com/china/foods/desserts/tanghulu-cn,已授权
剁椒鱼头,duojiaoyutou,120.0,16.0,4.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/steamed-fish-head-with-chopped-chili-cn,已授权
毛氏红烧肉,maoshihongshaorou,320.0,8.0,30.0,6.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/chairman-mao-red-braised-pork-cn,已授权
豌豆黄,wandouhuang,210.0,6.0,4.0,40.0,中餐卡路里,https://chinesecalorie.com/china/foods/desserts/pea-cake-cn,已授权
爆肚,baodu,90.0,16.0,3.0,1.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/quick-fried-tripe-cn,已授权
芋泥,yuni,180.0,2.0,3.0,36.0,中餐卡路里,https://chinesecalorie.com/china/foods/desserts/taro-paste-cn,已授权
泉州姜母鸭,quanzhoujiangmuya,210.0,18.0,14.0,3.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/quanzhou-ginger-duck-cn,已授权
炒肝,chaogan,120.0,12.0,6.0,5.0,中餐卡路里,https://chinesecalorie.com/china/foods/breakfast/fried-liver-cn,已授权
芜湖虾籽面,wuhuxiazimian,180.0,7.0,3.0,32.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/wuhu-shrimp-roe-noodles-cn,已授权
莆田卤面,putianlumian,170.0,5.0,3.0,30.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/putian-lor-mee-cn,已授权
徽州酿豆腐,huizhouniangdoufu,140.0,8.0,8.0,7.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/huizhou-stuffed-tofu-cn,已授权
沙县扁肉,shaxianbianrou,210.0,8.0,5.0,32.0,中餐卡路里,https://chinesecalorie.com/china/foods/dumplings/shaxian-wonton-cn,已授权
宿州撒汤,suzhousatang,45.0,2.0,1.0,7.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/suzhou-sa-soup-cn,已授权
沙县拌面,shaxianbanmian,180.0,5.0,3.0,32.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/shaxian-peanut-sauce-noodles-cn,已授权
潮州粥,chaozhouzhou,45.0,1.0,0.0,10.0,中餐卡路里,https://chinesecalorie.com/china/foods/breakfast/teochew-porridge-cn,已授权
绩溪挞粿,jixitaguo,230.0,5.0,3.0,45.0,中餐卡路里,https://chinesecalorie.com/china/foods/bakery/jixi-tarts-cn,已授权
潮州牛肉丸,chaozhouniurouwan,90.0,10.0,4.0,3.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/teochew-beef-balls-cn,已授权
石耳炖鸡,shierdunji,80.0,10.0,3.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/stone-ear-stewed-chicken-cn,已授权
梅菜扣肉,meicaikourou,320.0,8.0,28.0,7.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/meicai-kou-rou-cn,已授权
黄山双石,huangshanshuangshi,45.0,2.0,1.0,7.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/huangshan-double-stones-cn,已授权
方腊鱼,fanglayu,150.0,18.0,7.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/fangla-fish-cn,已授权
盐焗鸡,yanjuji,210.0,24.0,12.0,1.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/salt-baked-chicken-cn,已授权
客家擂茶,kejialeicha,160.0,4.0,2.0,32.0,中餐卡路里,https://chinesecalorie.com/china/foods/rice/hakka-lei-cha-cn,已授权
葡萄鱼,putaoyu,160.0,16.0,7.0,10.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/grape-fish-cn,已授权
大救驾,dajiujia,320.0,7.0,8.0,55.0,中餐卡路里,https://chinesecalorie.com/china/foods/bakery/anhui-dajiujia-cn,已授权
客家酿豆腐,kejianiangdoufu,140.0,8.0,8.0,7.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/hakka-stuffed-tofu-cn,已授权
曹操鸡,caocaoji,180.0,18.0,10.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/cao-cao-chicken-cn,已授权
红糟鸡,hongzaoji,180.0,16.0,10.0,5.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/fuzhou-red-wine-chicken-cn,已授权
淮南牛肉汤,huainanniuroutang,45.0,6.0,1.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/huainan-beef-soup-cn,已授权
荔枝肉,lizhirou,180.0,10.0,8.0,16.0,中餐卡路里,https://chinesecalorie.com/china/foods/stir-fry/lychee-pork-cn,已授权
屯溪醉蟹,tunxizuixie,120.0,16.0,5.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/tunxi-drunken-crab-cn,已授权
福建炒饭,fujianchaofan,160.0,3.0,3.0,28.0,中餐卡路里,https://chinesecalorie.com/china/foods/rice/fujian-fried-rice-cn,已授权
三河米饺,sanhemijiao,180.0,4.0,2.0,36.0,中餐卡路里,https://chinesecalorie.com/china/foods/dumplings/sanhe-rice-dumplings-cn,已授权
沙茶面,shachamian,170.0,5.0,4.0,28.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/shacha-noodles-cn,已授权
无为熏鸭,wuweixunya,245.0,22.0,17.0,1.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/wuwei-smoked-duck-cn,已授权
海蛎煎,hailijian,140.0,8.0,6.0,12.0,中餐卡路里,https://chinesecalorie.com/china/foods/stir-fry/oyster-omelette-cn,已授权
庐州烤鸭,luzhoukaoya,251.0,18.0,19.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/luzhou-roast-duck-cn,已授权
福州鱼丸,fuzhouyuwan,120.0,12.0,4.0,10.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/fuzhou-fish-balls-cn,已授权
佛跳墙,futiaoqiang,80.0,7.0,4.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/buddha-jumps-over-the-wall-cn,已授权
温州糯米饭,wenzhounuomifan,180.0,3.0,2.0,37.0,中餐卡路里,https://chinesecalorie.com/china/foods/breakfast/wenzhou-glutinous-rice-cn,已授权
上海炒面,shanghaichaomian,180.0,5.0,5.0,28.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/shanghai-fried-noodles-cn,已授权
衢州鸭头,quzhouyatou,210.0,16.0,15.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/quzhou-duck-head-cn,已授权
宁波年糕汤,ningboniangaotang,90.0,2.0,1.0,19.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/ningbo-rice-cake-soup-cn,已授权
红膏炝蟹,honggaoqiangxie,110.0,16.0,4.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/ningbo-red-paste-crab-cn,已授权
桂花糯米藕,guihuanuomiou,180.0,3.0,0.0,40.0,中餐卡路里,https://chinesecalorie.com/china/foods/desserts/osmanthus-lotus-root-cn,已授权
绍兴臭豆腐,shaoxingchoudoufu,180.0,10.0,12.0,8.0,中餐卡路里,https://chinesecalorie.com/china/foods/street-food/shaoxing-stinky-tofu-cn,已授权
荷叶粉蒸肉,heyefenzhengrou,230.0,7.0,14.0,18.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/lotus-leaf-steamed-pork-with-rice-flour-cn,已授权
蟹壳黄,xiekehuang,0.0,0.0,0.0,0.0,中餐卡路里,https://chinesecalorie.com/china/foods/bakery/crab-shell-pastry-cn,已授权
粢饭团,zifantuan,180.0,4.0,2.0,36.0,中餐卡路里,https://chinesecalorie.com/china/foods/breakfast/cifantuan-cn,已授权
韭黄鳝丝,jiuhuangshansi,110.0,15.0,4.0,3.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/hangzhou-fried-eel-with-chives-cn,已授权
八宝鸭,babaoya,210.0,13.0,13.0,10.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/eight-treasure-duck-cn,已授权
蜜汁火方,mizhihuofang,246.0,12.0,14.0,18.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/jinhua-ham-with-honey-sauce-cn,已授权
上海熏鱼,shanghaixunyu,180.0,18.0,8.0,8.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/shanghai-smoked-fish-cn,已授权
温州鱼丸,wenzhouyuwan,110.0,14.0,2.0,7.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/wenzhou-fish-balls-cn,已授权
台州麦饼,taizhoumaibing,260.0,7.0,3.0,50.0,中餐卡路里,https://chinesecalorie.com/china/foods/bakery/taizhou-wheat-cake-cn,已授权
葱油拌面,congyoubanmian,220.0,6.0,6.0,36.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/scallion-oil-noodles-cn,已授权
上海红烧肉,shanghaihongshaorou,320.0,10.0,28.0,6.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/shanghai-red-braised-pork-cn,已授权
宁波炒年糕,ningbochaoniangao,180.0,3.0,2.0,38.0,中餐卡路里,https://chinesecalorie.com/china/foods/rice/ningbo-fried-rice-cakes-cn,已授权
小笼包,xiaolongbao,210.0,7.0,5.0,32.0,中餐卡路里,https://chinesecalorie.com/china/foods/dumplings/xiaolongbao-cn,已授权
雪菜大汤黄鱼,xuecaidatanghuangyu,90.0,13.0,3.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/yellow-croaker-with-pickled-greens-cn,已授权
生煎包,shengjianbao,220.0,7.0,6.0,34.0,中餐卡路里,https://chinesecalorie.com/china/foods/dumplings/shengjian-bao-cn,已授权
绍兴醉虾,shaoxingzuixia,110.0,18.0,3.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/shaoxing-drunken-shrimp-cn,已授权
杭州酱鸭,hangzhoujiangya,249.0,18.0,17.0,6.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/hangzhou-soy-sauce-duck-cn,已授权
炸响铃,zhaxiangling,310.0,10.0,20.0,22.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/fried-tofu-skin-rolls-cn,已授权
绍兴醉鸡,shaoxingzuiji,210.0,23.0,12.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/shaoxing-drunken-chicken-cn,已授权
西湖牛肉羹,xihuniurougeng,65.0,6.0,2.0,5.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/west-lake-beef-soup-cn,已授权
宁波汤圆,ningbotangyuan,230.0,3.0,4.0,45.0,中餐卡路里,https://chinesecalorie.com/china/foods/desserts/ningbo-tangyuan-cn,已授权
宋嫂鱼羹,songsaoyugeng,60.0,5.0,2.0,6.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/song-sao-fish-soup-cn,已授权
嘉兴粽子,jiaxingzongzi,180.0,4.0,2.0,36.0,中餐卡路里,https://chinesecalorie.com/china/foods/rice/jiaxing-zongzi-cn,已授权
片儿川,pianerchuan,130.0,4.0,2.0,24.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/pian-er-chuan-noodles-cn,已授权
闽南薄饼,minnanbaobing,180.0,5.0,4.0,32.0,中餐卡路里,https://chinesecalorie.com/china/foods/street-food/minnan-spring-rolls-cn,已授权
龙井虾仁,longjingxiaren,110.0,16.0,4.0,3.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/longjing-shrimp-cn,已授权
泉州萝卜饭,quanzhouluobofan,140.0,3.0,2.0,28.0,中餐卡路里,https://chinesecalorie.com/china/foods/rice/quanzhou-radish-rice-cn,已授权
西湖醋鱼,xihucuyu,140.0,16.0,5.0,7.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/west-lake-vinegar-fish-cn,已授权
东坡肉,dongporou,340.0,10.0,31.0,5.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/dongpo-pork-cn,已授权
石花膏,shihuagao,60.0,0.0,0.0,15.0,中餐卡路里,https://chinesecalorie.com/china/foods/desserts/seaweed-jelly-cn,已授权
福州鱼面,fuzhouyumian,140.0,5.0,1.0,27.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/fuzhou-fish-noodles-cn,已授权
高邮咸鸭蛋,gaoyouxianyadan,180.0,12.0,14.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/gaoyou-salted-duck-egg-cn,已授权
软兜长鱼,ruandouzhangyu,110.0,16.0,4.0,3.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/huaiyang-soft-eel-cn,已授权
醉排骨,zuipaigu,245.0,16.0,16.0,8.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/fujian-drunken-ribs-cn,已授权
漳州卤面,zhangzhoulumian,150.0,4.0,2.0,28.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/zhangzhou-lor-mee-cn,已授权
银鱼炒蛋,yinyuchaodan,140.0,12.0,9.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/stir-fry/silverfish-omelette-cn,已授权
南京烤鸭,nanjingkaoya,251.0,18.0,19.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/nanjing-roast-duck-cn,已授权
崇武鱼卷,chongwuyujuan,130.0,16.0,4.0,7.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/chongwu-fish-rolls-cn,已授权
花生汤,huashengtang,220.0,6.0,14.0,18.0,中餐卡路里,https://chinesecalorie.com/china/foods/desserts/xiamen-peanut-soup-cn,已授权
苏式汤面,sushitangmian,120.0,4.0,2.0,22.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/suzhou-noodles-cn,已授权
太平燕,taipingyan,180.0,6.0,3.0,32.0,中餐卡路里,https://chinesecalorie.com/china/foods/dumplings/fuzhou-rouyan-cn,已授权
镇江肴肉,zhenjiangyaorou,247.0,18.0,19.0,1.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/zhenjiang-crystal-pork-cn,已授权
五香卷,wuxiangjuan,220.0,10.0,12.0,18.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/fujian-five-spice-rolls-cn,已授权
大煮干丝,dazhugansi,90.0,7.0,4.0,5.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/boiled-shredded-dried-tofu-cn,已授权
三丁包,sandingbao,210.0,6.0,4.0,36.0,中餐卡路里,https://chinesecalorie.com/china/foods/dumplings/yangzhou-sanding-bao-cn,已授权
土笋冻,tusundong,60.0,8.0,2.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/tusundong-cn,已授权
福州锅边糊,fuzhouguobianhu,110.0,3.0,1.0,22.0,中餐卡路里,https://chinesecalorie.com/china/foods/breakfast/fuzhou-pot-side-paste-cn,已授权
蟹黄汤包,xiehuangtangbao,210.0,9.0,7.0,27.0,中餐卡路里,https://chinesecalorie.com/china/foods/dumplings/crab-roe-soup-dumplings-cn,已授权
叫花鸡,jiaohuaji,210.0,22.0,13.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/beggars-chicken-cn,已授权
福鼎肉片,fudingroupian,80.0,7.0,3.0,5.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/fuding-pork-slices-cn,已授权
口味螺,kouweiluo,110.0,16.0,3.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/changsha-spicy-snails-cn,已授权
鸭血粉丝汤,yaxuefensitang,45.0,3.0,1.0,6.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/duck-blood-vermicelli-soup-cn,已授权
无锡排骨,wuxipaigu,220.0,14.0,13.0,10.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/wuxi-spare-ribs-cn,已授权
腊肉炒萝卜干,larouchaoluobogan,180.0,7.0,13.0,6.0,中餐卡路里,https://chinesecalorie.com/china/foods/stir-fry/smoked-pork-with-dried-radish-cn,已授权
松鼠桂鱼,songshuguiyu,180.0,16.0,7.0,12.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/squirrel-mandarin-fish-cn,已授权
洞庭甲鱼,dongtingjiayu,120.0,16.0,4.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/dongting-braised-turtle-cn,已授权
土家合渣,tujiahezha,60.0,4.0,2.0,7.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/tujia-hezha-cn,已授权
扬州炒饭,yangzhouchaofan,170.0,4.0,4.0,28.0,中餐卡路里,https://chinesecalorie.com/china/foods/rice/yangzhou-fried-rice-cn,已授权
狮子头,shizitou,220.0,12.0,15.0,9.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/lions-head-meatballs-cn,已授权
香辣牛蛙,xianglaniuwa,140.0,17.0,6.0,5.0,中餐卡路里,https://chinesecalorie.com/china/foods/stir-fry/spicy-bullfrog-cn,已授权
剁椒蒸茄子,duojiaozhengqiezi,70.0,1.0,4.0,8.0,中餐卡路里,https://chinesecalorie.com/china/foods/stir-fry/steamed-eggplant-with-chopped-chili-cn,已授权
南京盐水鸭,nanjingyanshuiya,210.0,24.0,12.0,1.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/nanjing-salted-duck-cn,已授权
山东大包,shandongdabao,230.0,8.0,4.0,38.0,中餐卡路里,https://chinesecalorie.com/china/foods/dumplings/shandong-big-bun-cn,已授权
酸豆角肉末,suandoujiaoroumo,140.0,9.0,8.0,7.0,中餐卡路里,https://chinesecalorie.com/china/foods/stir-fry/sour-long-beans-with-minced-pork-cn,已授权
拔丝地瓜,basidigua,220.0,1.0,5.0,45.0,中餐卡路里,https://chinesecalorie.com/china/foods/desserts/caramelized-sweet-potato-cn,已授权
永州啤酒鸭,yongzhoupijiuya,180.0,16.0,11.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/yongzhou-beer-duck-cn,已授权
孔府一品锅,kongfuyipinguo,65.0,5.0,2.0,6.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/kongfu-yipin-guo-cn,已授权
长沙米豆腐,changshamidoufu,110.0,2.0,1.0,23.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/changsha-rice-tofu-cn,已授权
烟台鲅鱼,yantaibayu,150.0,22.0,5.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/yantai-braised-mackerel-cn,已授权
糖油粑粑,tangyoubaba,320.0,4.0,12.0,50.0,中餐卡路里,https://chinesecalorie.com/china/foods/desserts/changsha-sugar-oil-baba-cn,已授权
湘西土匪鸭,xiangxitufeiya,210.0,17.0,14.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/xiangxi-bandit-duck-cn,已授权
蓬莱小面,penglaixiaomian,180.0,5.0,1.0,36.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/penglai-noodles-cn,已授权
周村烧饼,zhoucunshaobing,420.0,10.0,10.0,72.0,中餐卡路里,https://chinesecalorie.com/china/foods/bakery/zhoucun-sesame-pancake-cn,已授权
济南油旋,jinanyouxuan,320.0,7.0,11.0,48.0,中餐卡路里,https://chinesecalorie.com/china/foods/bakery/jinan-youxuan-cn,已授权
博山豆腐箱,boshandoufuxiang,180.0,9.0,11.0,10.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/boshan-tofu-box-cn,已授权
潍坊朝天锅,weifangchaotianguo,85.0,6.0,3.0,7.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/weifang-chaotianguo-cn,已授权
胶东海鲜饺子,jiaodonghaixianjiaozi,180.0,8.0,3.0,28.0,中餐卡路里,https://chinesecalorie.com/china/foods/dumplings/jiaodong-seafood-dumplings-cn,已授权
酱焖黄花鱼,jiangmenhuanghuayu,140.0,17.0,5.0,5.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/yellow-croaker-with-sweet-bean-sauce-cn,已授权
一品豆腐,yipindoufu,110.0,7.0,6.0,7.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/shandong-yipin-tofu-cn,已授权
山东煎饼,shandongjianbing,210.0,7.0,3.0,38.0,中餐卡路里,https://chinesecalorie.com/china/foods/breakfast/shandong-pancake-cn,已授权
四喜丸子,sixiwanzi,210.0,11.0,14.0,8.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/four-joy-meatballs-cn,已授权
油爆海螺,youbaohailuo,120.0,17.0,4.0,3.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/oil-exploded-conch-cn,已授权
油焖大虾,youmendaxia,140.0,16.0,6.0,5.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/braised-prawns-in-oil-cn,已授权
辣炒蛤蜊,lachaogeli,90.0,13.0,2.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/qingdao-spicy-clams-cn,已授权
九转大肠,jiuzhuandachang,246.0,15.0,18.0,6.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/nine-turn-large-intestine-cn,已授权
博山酥锅,boshansuguo,210.0,12.0,10.0,18.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/boshan-crispy-pot-cn,已授权
济南把子肉,jinanbazirou,290.0,13.0,24.0,5.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/jinan-bazi-pork-cn,已授权
葱烧海参,congshaohaishen,85.0,8.0,3.0,6.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/braised-sea-cucumber-with-scallion-cn,已授权
奶汤蒲菜,naitangpucai,35.0,2.0,1.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/milk-soup-with-cattail-cn,已授权
糖醋鲤鱼,tangculiyu,180.0,15.0,8.0,12.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/sweet-and-sour-carp-cn,已授权
德州扒鸡,dezhoupaji,210.0,22.0,13.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/dezhou-braised-chicken-cn,已授权
爆炒腰花,baochaoyaohua,120.0,16.0,5.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/stir-fry/stir-fried-pork-kidney-cn,已授权
淮安平桥豆腐,huaianpingqiaodoufu,45.0,3.0,2.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/huaian-pingqiao-tofu-cn,已授权
炸灌肠,zhaguanchang,248.0,5.0,12.0,30.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/fried-guanchang-cn,已授权
红烧河豚,hongshaohetun,120.0,18.0,3.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/braised-pufferfish-cn,已授权
驴肉火烧,lvrouhuoshao,240.0,12.0,7.0,32.0,中餐卡路里,https://chinesecalorie.com/china/foods/street-food/donkey-burger-cn,已授权
饺子,jiaozi,210.0,7.0,5.0,34.0,中餐卡路里,https://chinesecalorie.com/china/foods/dumplings/jiaozi-cn,已授权
黄桥烧饼,huangqiaoshaobing,320.0,7.0,10.0,50.0,中餐卡路里,https://chinesecalorie.com/china/foods/bakery/huangqiao-sesame-cake-cn,已授权
包子,baozi,220.0,7.0,4.0,38.0,中餐卡路里,https://chinesecalorie.com/china/foods/dumplings/baozi-cn,已授权
泰州鱼汤面,taizhouyutangmian,120.0,4.0,2.0,20.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/taizhou-fish-soup-noodles-cn,已授权
