菜品名称,别名,能量(kcal/100g),蛋白质(g/100g),脂肪(g/100g),碳水(g/100g),来源名称,来源链接,授权状态
鹰嘴豆,yingzuidou,364,19.3,6.0,61.0,中国食物成分表,https://chinesecalorie.com/,已授权
麦仁,mairen,330,10.0,2.0,70.0,中国食物成分表,https://chinesecalorie.com/,已授权
麦芽糖,maiyatang,329,0.2,0.2,82.0,中国食物成分表,https://chinesecalorie.com/,已授权
麻团,matuan,350,5.0,15.0,50.0,中国食物成分表,https://chinesecalorie.com/,已授权
麻球,maqiu,350,5.0,15.0,50.0,中国食物成分表,https://chinesecalorie.com/,已授权
麻花,mahua,524,8.3,31.5,53.4,中国食物成分表,https://chinesecalorie.com/,已授权
黄喉,huanghou,60,12.0,1.0,0.0,中国食物成分表,https://chinesecalorie.com/,已授权
黄坛酒鬼,huangtanjiugui,298,0.0,0.0,0.0,中国食物成分表,https://chinesecalorie.com/,已授权
黄姑鱼,huangguyu,100,18.0,3.0,0.5,中国食物成分表,https://chinesecalorie.com/,已授权
黄心菜,huangxincai,18,1.8,0.3,3.0,中国食物成分表,https://chinesecalorie.com/,已授权
黄桃,huangtao,48,0.5,0.1,12.0,中国食物成分表,https://chinesecalorie.com/,已授权
黄桃罐头,huangtaoguantou,80,0.5,0.1,20.0,中国食物成分表,https://chinesecalorie.com/,已授权
黄油,huangyou,888,1.4,98.0,0.0,中国食物成分表,https://chinesecalorie.com/,已授权
黄瓜,huanggua,15,0.8,0.2,2.9,中国食物成分表,https://chinesecalorie.com/,已授权
黄皮,huangpi,60,1.5,0.3,13.0,中国食物成分表,https://chinesecalorie.com/,已授权
黄米,huangmi,342,9.7,1.5,76.9,中国食物成分表,https://chinesecalorie.com/,已授权
黄糖,huangtang,380,1.0,0.5,90.0,中国食物成分表,https://chinesecalorie.com/,已授权
黄花菜,huanghuacai,200,12.0,2.0,35.0,中国食物成分表,https://chinesecalorie.com/,已授权
黄花鱼,huanghuayu,99,17.9,3.0,0.1,中国食物成分表,https://chinesecalorie.com/,已授权
黄豆,huangdou,390,35.0,16.0,34.2,中国食物成分表,https://chinesecalorie.com/,已授权
黄豆粉,huangdoufen,400,35.0,18.0,35.0,中国食物成分表,https://chinesecalorie.com/,已授权
黄豆芽,huangdouya,44,4.5,1.6,3.0,中国食物成分表,https://chinesecalorie.com/,已授权
黄辣丁,huanglading,100,17.0,4.0,0.0,中国食物成分表,https://chinesecalorie.com/,已授权
黄酒,huangjiu,100,1.0,0.0,2.0,中国食物成分表,https://chinesecalorie.com/,已授权
黄金版酒鬼,huangjinbanjiugui,298,0.0,0.0,0.0,中国食物成分表,https://chinesecalorie.com/,已授权
黄颡鱼,huangsangyu,100,17.0,4.0,0.0,中国食物成分表,https://chinesecalorie.com/,已授权
黄鳝,huangshan,89,18.0,1.4,1.2,中国食物成分表,https://chinesecalorie.com/,已授权
黄鹤楼酒,huangheloujiu,298,0.0,0.0,0.0,中国食物成分表,https://chinesecalorie.com/,已授权
黍米,shumi,350,10.0,1.5,75.0,中国食物成分表,https://chinesecalorie.com/,已授权
黍米苗,shumimiao,25,2.0,0.5,4.0,中国食物成分表,https://chinesecalorie.com/,已授权
黑咖啡,heikafei,2,0.1,0.0,0.4,中国食物成分表,https://chinesecalorie.com/,已授权
黑巧克力,heiqiaokeli,550,7.0,35.0,50.0,中国食物成分表,https://chinesecalorie.com/,已授权
黑布林,heibulin,42,0.7,0.2,10.5,中国食物成分表,https://chinesecalorie.com/,已授权
黑木耳,heimuer,21,1.5,0.2,3.4,中国食物成分表,https://chinesecalorie.com/,已授权
黑枣,heizao,228,3.8,0.5,57.0,中国食物成分表,https://chinesecalorie.com/,已授权
黑米,heimi,333,9.4,2.5,68.0,中国食物成分表,https://chinesecalorie.com/,已授权
黑米饭,heimifan,130,3.5,1.0,28.0,中国食物成分表,https://chinesecalorie.com/,已授权
黑糖,heitang,380,1.0,0.5,90.0,中国食物成分表,https://chinesecalorie.com/,已授权
黑芝麻,heizhima,531,19.1,46.1,24.0,中国食物成分表,https://chinesecalorie.com/,已授权
黑莓,heimei,43,1.4,0.5,9.6,中国食物成分表,https://chinesecalorie.com/,已授权
黑豆,heidou,401,36.1,15.9,33.6,中国食物成分表,https://chinesecalorie.com/,已授权
黑豆芽,heidouya,30,3.0,1.0,3.0,中国食物成分表,https://chinesecalorie.com/,已授权
黑金版酒鬼,heijinbanjiugui,298,0.0,0.0,0.0,中国食物成分表,https://chinesecalorie.com/,已授权
黑鱼,heiyu,85,18.5,1.2,0.0,中国食物成分表,https://chinesecalorie.com/,已授权
黑麦苗,heimaimiao,30,2.5,1.0,4.0,中国食物成分表,https://chinesecalorie.com/,已授权
龙井,longjing,0,0.1,0.0,0.0,中国食物成分表,https://chinesecalorie.com/,已授权
龙利鱼,longliyu,88,18.0,1.0,0.5,中国食物成分表,https://chinesecalorie.com/,已授权
龙眼,longyan,71,1.2,0.1,16.6,中国食物成分表,https://chinesecalorie.com/,已授权
龙眼干,longyangan,286,5.0,0.2,71.0,中国食物成分表,https://chinesecalorie.com/,已授权
龙舌兰,longshelan,230,0.0,0.0,0.0,中国食物成分表,https://chinesecalorie.com/,已授权
龙虾,longxia,90,18.9,1.1,1.0,中国食物成分表,https://chinesecalorie.com/,已授权
龙须菜,longxucai,20,1.5,0.2,4.0,中国食物成分表,https://chinesecalorie.com/,已授权
龟苓膏,guilinggao,60,1.0,0.5,13.0,中国食物成分表,https://chinesecalorie.com/,已授权
